2.321671 ;-0.234640 ;-2.071606 ;-1.174717 ;3.990959 ;6.547618 ;-1.314288 ;3.398366 ;-3.423751 ;-6.287950 ;1.717670 ;-7.986369 ;13.589291 ;11.489874 ;-16.086549 ;7.237470 ;
-2.320453 ;2.073780 ;-0.236448 ;1.173216 ;3.979581 ;-6.544409 ;-3.401414 ;-1.317477 ;3.420065 ;-6.269961 ;1.721913 ;7.988723 ;-11.539141 ;13.618134 ;16.127793 ;7.289036 ;
1.174606 ;-3.990188 ;0.237144 ;-2.322720 ;-2.071644 ;3.422698 ;6.285992 ;1.317372 ;-6.549792 ;3.397926 ;1.720660 ;16.087170 ;-7.230763 ;-13.571842 ;7.976765 ;11.466055 ;
-2.069354 ;3.982246 ;0.235464 ;2.317002 ;-1.173592 ;3.395247 ;-6.274214 ;1.317115 ;6.535124 ;-3.421510 ;1.723112 ;11.530849 ;7.263717 ;-13.649587 ;-8.022934 ;-16.174039 ;
2.070059 ;1.174238 ;-2.318283 ;3.987268 ;0.233978 ;-3.396518 ;3.423263 ;-6.538835 ;-6.282525 ;1.314537 ;1.719188 ;-11.519400 ;16.138957 ;8.014678 ;7.250973 ;-13.631253 ;
2.068896 ;2.316287 ;1.173959 ;-0.233463 ;-3.985305 ;-3.395049 ;6.533672 ;3.423003 ;-1.314543 ;6.279644 ;1.720078 ;-11.536325 ;-8.031414 ;16.169401 ;13.656982 ;-7.257282 ;
-2.071836 ;3.987522 ;-0.234372 ;1.174275 ;-2.320317 ;3.398893 ;-6.282797 ;-1.314407 ;3.422983 ;-6.544195 ;1.718366 ;11.514167 ;7.254887 ;13.610103 ;16.109004 ;7.996029 ;
-7.987168 ;0.165012 ;1.036734 ;2.523674 ;3.286417 ;8.838236 ;-0.790278 ;3.254261 ;7.352712 ;-8.747538 ;-0.794654 ;2.055699 ;14.193173 ;10.548440 ;-5.264695 ;-2.269015 ;
3.296816 ;1.750912 ;-1.877305 ;-2.442253 ;2.365461 ;-5.185506 ;-10.692829 ;2.978022 ;-7.163474 ;6.946240 ;1.033719 ;8.175174 ;1.182394 ;10.429747 ;69.634589 ;69.638550 ;
2.364316 ;2.444091 ;1.875011 ;-3.300415 ;1.751093 ;6.942745 ;7.168425 ;-2.974389 ;5.191070 ;-10.695759 ;1.034204 ;67.027118 ;-67.023633 ;-10.394771 ;-8.139431 ;1.182192 ;
-1.174446 ;3.989494 ;0.237871 ;-2.324629 ;2.073862 ;-3.421962 ;-6.284844 ;1.317798 ;-6.554870 ;-3.401022 ;1.720076 ;-16.062794 ;7.240002 ;-13.553148 ;7.958486 ;-11.464609 ;
-2.363704 ;-2.443621 ;-1.879234 ;1.751628 ;-3.295253 ;-6.941477 ;-7.167540 ;2.980927 ;-10.696902 ;5.183020 ;1.032875 ;-66.928619 ;66.924133 ;10.447421 ;1.181648 ;-8.194970 ;
-2.324690 ;-3.988609 ;-2.074256 ;-1.174323 ;-0.237866 ;-6.555086 ;6.283491 ;3.401603 ;-3.421684 ;-1.317808 ;1.720089 ;7.957147 ;-7.245440 ;11.470184 ;-16.062651 ;13.554578 ;
3.296730 ;2.366403 ;-2.441764 ;1.749690 ;-1.875782 ;-5.185453 ;6.948794 ;-7.161992 ;-10.684840 ;2.975806 ;1.034865 ;8.168439 ;70.948073 ;70.944661 ;1.183702 ;10.426008 ;
3.983150 ;2.317482 ;-2.070780 ;0.233526 ;1.173697 ;-6.276283 ;6.536944 ;3.397678 ;1.314288 ;3.422224 ;1.719648 ;7.273436 ;-8.018441 ;11.548970 ;-13.650075 ;16.152527 ;
2.322700 ;2.072435 ;3.987873 ;0.237017 ;1.174280 ;6.549891 ;-3.399105 ;-6.282459 ;1.317306 ;3.422002 ;1.720752 ;-7.974817 ;-11.481482 ;7.244360 ;-13.578028 ;16.088994 ;
2.069594 ;2.319295 ;3.991365 ;1.174787 ;-0.234503 ;-3.395711 ;6.541275 ;-6.288726 ;3.424280 ;-1.314805 ;1.718641 ;-11.489509 ;-8.009031 ;7.229455 ;16.122385 ;13.609903 ;
-2.319533 ;2.071778 ;-0.233898 ;3.985200 ;1.173973 ;-6.542274 ;-3.398884 ;-1.314104 ;-6.279283 ;3.422495 ;1.718717 ;8.001143 ;-11.532338 ;13.624928 ;7.266310 ;16.120608 ;
-2.324825 ;-3.989605 ;1.174453 ;-2.074195 ;0.238141 ;-6.555357 ;6.285018 ;3.421906 ;3.401516 ;1.318079 ;1.720051 ;7.956901 ;-7.240190 ;16.061249 ;11.462072 ;-13.549663 ;
2.318751 ;-0.234260 ;-3.990331 ;1.174666 ;2.069408 ;6.539906 ;-1.314686 ;6.287170 ;3.424128 ;-3.395493 ;1.718860 ;-8.013192 ;13.618116 ;-7.234037 ;16.130282 ;-11.497832 ;
2.316505 ;-0.233238 ;3.983913 ;-1.173775 ;-2.069417 ;6.534348 ;-1.314233 ;-6.277491 ;-3.422593 ;3.395774 ;1.720002 ;-8.028011 ;13.659485 ;7.265810 ;-16.165934 ;11.546480 ;
1.041864 ;-0.178774 ;-2.521822 ;3.270741 ;-7.884049 ;3.285697 ;0.802799 ;-7.363277 ;-8.713687 ;8.712780 ;-0.836368 ;10.445329 ;-13.909102 ;5.278823 ;-2.276372 ;2.074139 ;
-8.179679 ;1.034934 ;3.329339 ;-0.167683 ;-2.557132 ;9.058085 ;3.252629 ;-8.864784 ;0.789498 ;-7.450169 ;-0.817612 ;2.001995 ;10.284311 ;-2.224973 ;-13.921823 ;5.114336 ;
-0.162712 ;2.528985 ;-3.307394 ;8.104498 ;-1.038266 ;0.789659 ;7.366878 ;8.805580 ;-8.973133 ;-3.257058 ;-0.782628 ;-14.083582 ;-5.244275 ;2.247978 ;-2.022609 ;-10.493258 ;
0.166197 ;1.035450 ;-8.057980 ;-3.305755 ;2.538888 ;-0.789761 ;3.252193 ;8.918679 ;8.800111 ;7.396960 ;-0.804291 ;14.082018 ;10.430378 ;2.034895 ;2.249820 ;-5.193872 ;
-0.164888 ;2.526858 ;-8.026429 ;3.296518 ;-1.037379 ;0.790668 ;7.362406 ;8.882589 ;-8.775881 ;-3.256581 ;-0.791625 ;-14.125703 ;-5.251103 ;2.043099 ;-2.259130 ;-10.511632 ;
-1.173879 ;-2.071102 ;-2.318444 ;0.233725 ;3.984513 ;-3.422465 ;3.398027 ;-6.539424 ;1.314227 ;-6.278302 ;1.719197 ;-16.137342 ;11.538445 ;8.010668 ;-13.637264 ;7.267682 ;
